IP Address,Port,Organization,Hostnames,Reference,Port(s),Protocol,Service,Details,Source
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,udp,games,"Port used by Google talk.

Games that use this port: Final Fantasy XI",SG
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,"tcp,udp",,Hypertext Transfer Protocol over TLS/SSL (HTTPS) (official),Wikipedia
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,tcp,trojan,Slapper,Trojans
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,tcp,https,HTTP protocol over TLS SSL,SANS
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,"443,1024-5000,5190","tcp,udp",applications,AIM Video IM,Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,"80,443",tcp,applications,BarracudaDrive,Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,"80, 443, 1024-1124, 4711, 9960-9969, 17475, 18060, 18120, 18300, 18510, 27900, 28910, 29900",tcp,applications,Battlefield 2142,Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,"8,044,330,745,223",tcp,applications,Call of Duty - World at War,Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,"tcp,udp",applications,FileTopia,Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,"44,313,505",udp,applications,Medal of Honor Rising Sun,Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,"804,435,223",tcp,applications,PlayStation Network,Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,"53,80,443,10070-10080",tcp,applications,"Socom, Socom 2. Also uses ports 6000-6999,10070 udp",Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,"53,80,443,10070,10080",tcp,applications,Twisted Metal Black Online (also uses ports 6000-6999 udp),Portforward
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,tcp,https,secure http (SSL),Nmap
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,udp,https,https,Nmap
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,"tcp,udp",https,HTTP protocol over TLS/SSL,Neophasis
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,tcp,threat,Civcat,Bekkoame
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,tcp,threat,Tabdim,Bekkoame
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,tcp,threat,W32.Kelvir,Bekkoame
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,tcp,threat,W32.Kiman,Bekkoame
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,"tcp,udp",https,"http protocol over TLS/SSL, modified: 2017-07-26",IANA
70.90.68.221,443,"Comcast Cable Communications, LLC","mail.bobparrishcpa.com, web.bobparrishcpa.com",https://www.speedguide.net/port.php?port=443,443,sctp,https,HTTPS [RFC4960],IANA
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,tcp,HTTPS,"HTTPS / SSL - encrypted web traffic, also used for VPN tunnels over HTTPS.



Apple applications that use this port: Secured websites, iTunes Store, FaceTime, MobileMe (authentication) and MobileMe Sync.



ASUS AiCloud routers file sharing service uses ports 443 and 8082. There is a vulnerability in AiCloud with firmwares prior to 3.0.4.372 , see [CVE-2013-4937]



Ubiquiti UniFi Cloud Access uses ports 443 TCP/UDP, 3478 UDP, 8883 TCP.



SoftEther VPN (Ethernet over HTTPS) uses TCP Ports 443, 992 and 5555



Ooma VoIP - uses UDP port 1194 (VPN tunnel to the Ooma servers for call/setup control), ports 49000-50000 for actual VoIP data, and ports TCP 443, UDP 514, UDP 3480



Open Mobile Alliance (OMA) Device Management uses port 443/TCP.



Cisco Webex Teams services uses these ports:

443,444,5004 TCP

53, 123, 5004, 33434-33598 UDP (SIP calls)



Syncthing listens on TCP ports 443, 22067, 22070



AnyDesk remote desktop software uses TCP ports 80, 443, 6568, 7070 (direct line connection)



Call of Duty World at War uses this port.



Trojans that use this port:

W32.Kelvir.M [Symantec-2005-040417-3944-99] (2005.04.04) - worm that spreads through MSN Messanger and drops a variant of the W32.Spybot.Worm [Symantec-2003-053013-5943-99]. Connects to IRC servers on the s.defonic2.net and s.majesticwin.com domains, and listens for commands on port 443/tcp.



Directory traversal vulnerability in Cisco Network Admission Control (NAC) Manager 4.8.x allows remote attackers to read arbitrary files via crafted traffic to TCP port 443, aka Bug ID CSCtq10755.

References: [CVE-2011-3305] [BID-49954]



Multiple buffer overflows in the authentication functionality in the web-server module in Cisco CiscoWorks Common Services before 4.0 allow remote attackers to execute arbitrary code via a session on TCP port (1) 443 or (2) 1741, aka Bug ID CSCti41352.

References: [CVE-2010-3036] [BID-44468] [SECUNIA-42011] [OSVDB-68927]



Buffer overflow in the logging functionality of the HTTP server in IBM Tivoli Provisioning Manager for OS Deployment (TPMfOSD) before 5.1.0.3 Interim Fix 3 allows remote attackers to cause a denial of service (daemon crash) or possibly execute arbitrary code via an HTTP request with a long method string to port 443/tcp.

References: [CVE-2008-0401] [BID-27387] [SECUNIA-28604]



The administrative web interface on Cisco TelePresence Immersive Endpoint Devices before 1.7.4 allows remote authenticated users to execute arbitrary commands via a malformed request on TCP port 443, aka Bug ID CSCtn99724. 

References: [CVE-2012-3075]



Cisco Identity Services Engine (ISE) 1.x before 1.1.1 allows remote attackers to bypass authentication, and read support-bundle configuration and credentials data, via a crafted session on TCP port 443, aka Bug ID CSCty20405.

References: [CVE-2013-5531]



The web framework in Cisco Identity Services Engine (ISE) 1.0 and 1.1.0 before 1.1.0.665-5, 1.1.1 before 1.1.1.268-7, 1.1.2 before 1.1.2.145-10, 1.1.3 before 1.1.3.124-7, 1.1.4 before 1.1.4.218-7, and 1.2 before 1.2.0.899-2 allows remote authenticated users to execute arbitrary commands via a crafted session on TCP port 443, aka Bug ID CSCuh81511.

References: [CVE-2013-5530]



Siemens SCALANCE S613 allows remote attackers to cause a denial of service (web-server outage) via traffic to TCP port 443.

References: [CVE-2016-3963]



Siemens SIMATIC S7-1200 is vulnerable to a denial of service, caused by an error when handling specially-crafted HTTPS traffic passed to TCP port 443. By sending specially-crafted packets to TCP port 443, a remote attacker could exploit this vulnerability to cause the device to go into defect mode.

References: [CVE-2014-2258] [XFDB-92059]



A vulnerability was discovered in Siemens OZW672 (all versions) and OZW772 (all versions) that could allow an attacker to read and manipulate data in TLS sessions while performing a man-in-the-middle (MITM) attack on the integrated web server on port 443/tcp.

References: [CVE-2017-6873], [BID-99473]



A vulnerability was discovered in Siemens ViewPort for Web Office Portal before revision number 1453 that could allow an unauthenticated remote user to upload arbitrary code and execute it with the permissions of the operating-system user running the web server by sending specially crafted network packets to port 443/TCP or port 80/TCP.

References: [CVE-2017-6869], [BID-99343]



A vulnerability has been identified in SCALANCE X300 (All versions < V4.0.0), SCALANCE X408 (All versions < V4.0.0), SCALANCE X414 (All versions). The web interface on port 443/tcp could allow an attacker to cause a Denial-of-Service condition by sending specially crafted packets to the web server. The device will automatically reboot, impacting network availability for other devices. An attacker must have network access to port 443/tcp to exploit the vulnerability. Neither valid credentials nor interaction by a legitimate user is required to exploit the vulnerability. There is no confidentiality or integrity impact, only availability is temporarily impacted. This vulnerability could be triggered by publicly available tools.

References: [CVE-2018-13807], [BID-105331]",SG
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,udp,games,"Port used by Google talk.

Games that use this port: Final Fantasy XI",SG
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,"tcp,udp",,Hypertext Transfer Protocol over TLS/SSL (HTTPS) (official),Wikipedia
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,tcp,trojan,Slapper,Trojans
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,tcp,https,HTTP protocol over TLS SSL,SANS
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,"443,1024-5000,5190","tcp,udp",applications,AIM Video IM,Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,"80,443",tcp,applications,BarracudaDrive,Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,"80, 443, 1024-1124, 4711, 9960-9969, 17475, 18060, 18120, 18300, 18510, 27900, 28910, 29900",tcp,applications,Battlefield 2142,Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,"8,044,330,745,223",tcp,applications,Call of Duty - World at War,Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,"tcp,udp",applications,FileTopia,Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,"44,313,505",udp,applications,Medal of Honor Rising Sun,Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,"804,435,223",tcp,applications,PlayStation Network,Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,"53,80,443,10070-10080",tcp,applications,"Socom, Socom 2. Also uses ports 6000-6999,10070 udp",Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,"53,80,443,10070,10080",tcp,applications,Twisted Metal Black Online (also uses ports 6000-6999 udp),Portforward
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,tcp,https,secure http (SSL),Nmap
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,udp,https,https,Nmap
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,"tcp,udp",https,HTTP protocol over TLS/SSL,Neophasis
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,tcp,threat,Civcat,Bekkoame
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,tcp,threat,Tabdim,Bekkoame
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,tcp,threat,W32.Kelvir,Bekkoame
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,tcp,threat,W32.Kiman,Bekkoame
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,"tcp,udp",https,"http protocol over TLS/SSL, modified: 2017-07-26",IANA
73.239.14.117,443,"Comcast IP Services, L.L.C.","c-73-239-14-117.hsd1.wa.comcast.net, nas.nikkon.dev",https://www.speedguide.net/port.php?port=443,443,sctp,https,HTTPS [RFC4960],IANA
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,tcp,HTTPS,"HTTPS / SSL - encrypted web traffic, also used for VPN tunnels over HTTPS.



Apple applications that use this port: Secured websites, iTunes Store, FaceTime, MobileMe (authentication) and MobileMe Sync.



ASUS AiCloud routers file sharing service uses ports 443 and 8082. There is a vulnerability in AiCloud with firmwares prior to 3.0.4.372 , see [CVE-2013-4937]



Ubiquiti UniFi Cloud Access uses ports 443 TCP/UDP, 3478 UDP, 8883 TCP.



SoftEther VPN (Ethernet over HTTPS) uses TCP Ports 443, 992 and 5555



Ooma VoIP - uses UDP port 1194 (VPN tunnel to the Ooma servers for call/setup control), ports 49000-50000 for actual VoIP data, and ports TCP 443, UDP 514, UDP 3480



Open Mobile Alliance (OMA) Device Management uses port 443/TCP.



Cisco Webex Teams services uses these ports:

443,444,5004 TCP

53, 123, 5004, 33434-33598 UDP (SIP calls)



Syncthing listens on TCP ports 443, 22067, 22070



AnyDesk remote desktop software uses TCP ports 80, 443, 6568, 7070 (direct line connection)



Call of Duty World at War uses this port.



Trojans that use this port:

W32.Kelvir.M [Symantec-2005-040417-3944-99] (2005.04.04) - worm that spreads through MSN Messanger and drops a variant of the W32.Spybot.Worm [Symantec-2003-053013-5943-99]. Connects to IRC servers on the s.defonic2.net and s.majesticwin.com domains, and listens for commands on port 443/tcp.



Directory traversal vulnerability in Cisco Network Admission Control (NAC) Manager 4.8.x allows remote attackers to read arbitrary files via crafted traffic to TCP port 443, aka Bug ID CSCtq10755.

References: [CVE-2011-3305] [BID-49954]



Multiple buffer overflows in the authentication functionality in the web-server module in Cisco CiscoWorks Common Services before 4.0 allow remote attackers to execute arbitrary code via a session on TCP port (1) 443 or (2) 1741, aka Bug ID CSCti41352.

References: [CVE-2010-3036] [BID-44468] [SECUNIA-42011] [OSVDB-68927]



Buffer overflow in the logging functionality of the HTTP server in IBM Tivoli Provisioning Manager for OS Deployment (TPMfOSD) before 5.1.0.3 Interim Fix 3 allows remote attackers to cause a denial of service (daemon crash) or possibly execute arbitrary code via an HTTP request with a long method string to port 443/tcp.

References: [CVE-2008-0401] [BID-27387] [SECUNIA-28604]



The administrative web interface on Cisco TelePresence Immersive Endpoint Devices before 1.7.4 allows remote authenticated users to execute arbitrary commands via a malformed request on TCP port 443, aka Bug ID CSCtn99724. 

References: [CVE-2012-3075]



Cisco Identity Services Engine (ISE) 1.x before 1.1.1 allows remote attackers to bypass authentication, and read support-bundle configuration and credentials data, via a crafted session on TCP port 443, aka Bug ID CSCty20405.

References: [CVE-2013-5531]



The web framework in Cisco Identity Services Engine (ISE) 1.0 and 1.1.0 before 1.1.0.665-5, 1.1.1 before 1.1.1.268-7, 1.1.2 before 1.1.2.145-10, 1.1.3 before 1.1.3.124-7, 1.1.4 before 1.1.4.218-7, and 1.2 before 1.2.0.899-2 allows remote authenticated users to execute arbitrary commands via a crafted session on TCP port 443, aka Bug ID CSCuh81511.

References: [CVE-2013-5530]



Siemens SCALANCE S613 allows remote attackers to cause a denial of service (web-server outage) via traffic to TCP port 443.

References: [CVE-2016-3963]



Siemens SIMATIC S7-1200 is vulnerable to a denial of service, caused by an error when handling specially-crafted HTTPS traffic passed to TCP port 443. By sending specially-crafted packets to TCP port 443, a remote attacker could exploit this vulnerability to cause the device to go into defect mode.

References: [CVE-2014-2258] [XFDB-92059]



A vulnerability was discovered in Siemens OZW672 (all versions) and OZW772 (all versions) that could allow an attacker to read and manipulate data in TLS sessions while performing a man-in-the-middle (MITM) attack on the integrated web server on port 443/tcp.

References: [CVE-2017-6873], [BID-99473]



A vulnerability was discovered in Siemens ViewPort for Web Office Portal before revision number 1453 that could allow an unauthenticated remote user to upload arbitrary code and execute it with the permissions of the operating-system user running the web server by sending specially crafted network packets to port 443/TCP or port 80/TCP.

References: [CVE-2017-6869], [BID-99343]



A vulnerability has been identified in SCALANCE X300 (All versions < V4.0.0), SCALANCE X408 (All versions < V4.0.0), SCALANCE X414 (All versions). The web interface on port 443/tcp could allow an attacker to cause a Denial-of-Service condition by sending specially crafted packets to the web server. The device will automatically reboot, impacting network availability for other devices. An attacker must have network access to port 443/tcp to exploit the vulnerability. Neither valid credentials nor interaction by a legitimate user is required to exploit the vulnerability. There is no confidentiality or integrity impact, only availability is temporarily impacted. This vulnerability could be triggered by publicly available tools.

References: [CVE-2018-13807], [BID-105331]",SG
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,udp,games,"Port used by Google talk.

Games that use this port: Final Fantasy XI",SG
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,"tcp,udp",,Hypertext Transfer Protocol over TLS/SSL (HTTPS) (official),Wikipedia
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,tcp,trojan,Slapper,Trojans
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,tcp,https,HTTP protocol over TLS SSL,SANS
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,"443,1024-5000,5190","tcp,udp",applications,AIM Video IM,Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,"80,443",tcp,applications,BarracudaDrive,Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,"80, 443, 1024-1124, 4711, 9960-9969, 17475, 18060, 18120, 18300, 18510, 27900, 28910, 29900",tcp,applications,Battlefield 2142,Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,"8,044,330,745,223",tcp,applications,Call of Duty - World at War,Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,"tcp,udp",applications,FileTopia,Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,"44,313,505",udp,applications,Medal of Honor Rising Sun,Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,"804,435,223",tcp,applications,PlayStation Network,Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,"53,80,443,10070-10080",tcp,applications,"Socom, Socom 2. Also uses ports 6000-6999,10070 udp",Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,"53,80,443,10070,10080",tcp,applications,Twisted Metal Black Online (also uses ports 6000-6999 udp),Portforward
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,tcp,https,secure http (SSL),Nmap
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,udp,https,https,Nmap
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,"tcp,udp",https,HTTP protocol over TLS/SSL,Neophasis
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,tcp,threat,Civcat,Bekkoame
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,tcp,threat,Tabdim,Bekkoame
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,tcp,threat,W32.Kelvir,Bekkoame
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,tcp,threat,W32.Kiman,Bekkoame
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,"tcp,udp",https,"http protocol over TLS/SSL, modified: 2017-07-26",IANA
73.180.185.222,443,"Comcast IP Services, L.L.C.",c-73-180-185-222.hsd1.md.comcast.net,https://www.speedguide.net/port.php?port=443,443,sctp,https,HTTPS [RFC4960],IANA
76.141.106.4,80,"Comcast Cable Communications, LLC",,https://www.speedguide.net/port.php?port=80,80,udp,trojans,"W32.Beagle.AO@mm [Symantec-2004-080911-3251-99] - mass-mailing worm with backdoor functionality. Uses its own SMTP engine, discovered 08.09.2004. Opens port 80 tcp & udp.



W32.Bobax.AF@mm [Symantec-2005-081611-4121-99] (2005.08.15) - a mass-mailing worm that opens a backdoor and lowers security settings on the compromised computer. It exploits the MS Plug and Play Buffer Overflow vulnerability (MS Security Bulletin [MS05-039]) on port 21/tcp., and by sending copies of itself to gathered email addresses. Also opens a backdoor on a random tcp port and/or port 80/udp.



Siemens SINEMA Server before 12 SP1 allows remote attackers to cause a denial of service (web-interface outage) via crafted HTTP requests to port 80 (TCP/UDP).

References: [CVE-2014-2733]



Multiple directory traversal vulnerabilities in the integrated web server in Siemens SINEMA Server before 12 SP1 allow remote attackers to access arbitrary files via HTTP traffic to port (1) 4999 or (2) 80. 

References: [CVE-2014-2732]



Multiple directory traversal vulnerabilities in the integrated web server in Siemens SINEMA Server before 12 SP1 allow remote attackers to access arbitrary files via HTTP traffic to port (1) 4999 or (2) 80. 

Reference: [CVE-2014-2731]



Port 80 udp is also used by some games, like Alien vs Predator (Activision).",SG
76.141.106.4,80,"Comcast Cable Communications, LLC",,https://www.speedguide.net/port.php?port=80,80,tcp,http,"Hyper Text Transfer Protocol (HTTP) - port used for web traffic.



Some broadband routers run a web server on port 80 or 8080 for remote management. WAN Administration can (and should, in most cases) be disabled using the Web Admin interface.



AnyDesk remote desktop software uses TCP ports 80, 443, 6568, 7070 (direct line connection)



If you're not running web services, keep in mind that a number of trojans/worms/backdoors propagate via TCP port 80 (HTTP):

Code Red, Nimda, 711 trojan (Seven Eleven), AckCmd, Back End, Back Orifice 2000 Plug-Ins, Cafeini, CGI Backdoor, Executor, God Message, God Message Creator, Hooker, IISworm, MTX, NCX, Nerte 7.8.1, Reverse WWW Tunnel Backdoor, RingZero, Seeker, WAN Remote, Web Server CT, WebDownloader

Trojan.Webus.C [Symantec-2004-101212-0903-99]

W32.Beagle.AO@mm [Symantec-2004-080911-3251-99] - mass-mailing worm with backdoor functionality. Uses its own SMTP engine, discovered 08.09.2004. Opens port 80 tcp & udp.

Mydoom.B [Symantec-2004-012816-3647-99] (2004.01.28) - mass-mailing worm that opens a backdoor into the system. The backdoor makes use of TCP ports 80, 1080, 3128, 8080, and 10080.

Backdoor.Ranky.S [Symantec-2005-013015-4228-99] (2005.01.30) - runs proxy on port 80.

W32.Crowt.A@mm [Symantec-2005-012310-2158-99] (2005.01.23) - mass mailing worm, opens a backdoor, logs keystrokes. Uses ports 80 and 137.

Backdoor.Darkmoon.B [Symantec-2005-102115-3914-99] (2005.10.21) - a backdoor trojan with keylogger capabilities. Opens a backdoor and listens for remote commands on port 80/tcp.

W32.Beagle.CX@mm [Symantec-2005-121511-1751-99] (2005.12.16) - mass-mailing worm that uses its own SMTP engine to spread Trojan.Lodear.E [Symantec-2005-121516-1510-99]. Also opens a backdoor on port 80/tcp and lowers security settings on the compromised computer.

Trojan.Lodear.F [Symantec-2005-121513-5818-99] (2005.12.18) - trojan that attempts to download remote files.

W32.Feebs [Symantec-2006-013122-5631-99] (2006.01.07)



Xbox 360 (LIVE) ports: 3074 TCP/UDP, 53 TCP/UDP, 80 TCP, 88 UDP

Xbox One (LIVE) ports: 3074 TCP/UDP, 53 TCP/UDP, 80 TCP, 88 UDP, 500 UDP, 3544 UDP, 4500 UDP



Some Apple applications also use port 80 (TCP): MobileMe, Sherlock, QuickTime Installer, iTunes Store and Radio, Software Update, RAID Admin, Backup, iCal calendar publishing, iWeb, MobileMe Web Gallery Publishing, WebDAV (iDisk), Final Cut Server.



Siemens SIPROTEC 4 and SIPROTEC Compact is vulnerable to a denial of service, caused by an error in the EN100 Ethernet module. By sending specially-crafted HTTP packets to TCP port 80, a remote attacker could exploit this vulnerability to cause the device to go into defect mode.

References: [CVE-2016-7113] [XFDB-116647]



A vulnerability was discovered in Siemens ViewPort for Web Office Portal before revision number 1453 that could allow an unauthenticated remote user to upload arbitrary code and execute it with the permissions of the operating-system user running the web server by sending specially crafted network packets to port 443/TCP or port 80/TCP.

References: [CVE-2017-6869], [BID-99343]",SG
76.141.106.4,80,"Comcast Cable Communications, LLC",,https://www.speedguide.net/port.php?port=80,80,tcp,,Hypertext Transfer Protocol (HTTP) (official),Wikipedia
